SourcePackage,Destination,PlaybackDerivation,FPSNumerator,FPSDenominator,Samples,DurationSeconds,SourceSequenceLength,DilationApplied,RateScale
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_Basic_Loop_03,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_Basic_Loop_03,CompositeBake,30,1,176,5.8333335,5.8333335,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_DamageGrapple_Atk_B_01,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_DamageGrapple_Atk_B_01,CompositeBake,30,1,41,1.3333334,1.3333334,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_DamageGrapple_Atk_B_02,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_DamageGrapple_Atk_B_02,CompositeBake,30,1,76,2.5,2.5,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageAir_B_Down,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageAir_B_Down,CompositeBake,5000,167,6,0.167,0.167,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageAir_B_Land,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageAir_B_Land,CompositeBake,2697838,89841,31,0.9990333,0.9990333,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageAir_B_Peak,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageAir_B_Peak,CompositeBake,30,1,4,0.10000001,0.10000001,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageAir_B_Up,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageAir_B_Up,CompositeBake,5000,167,6,0.167,0.167,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageAir_F_Down,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageAir_F_Down,CompositeBake,5000,167,6,0.167,0.167,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageAir_F_Land,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageAir_F_Land,CompositeBake,2668506,88867,32,1.0323668,1.0323668,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageAir_F_Peak,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageAir_F_Peak,CompositeBake,30,1,4,0.10000001,0.10000001,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageAir_F_Up,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageAir_F_Up,CompositeBake,5000,167,6,0.167,0.167,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageGrapple_Atk_01,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageGrapple_Atk_01,CompositeBake,30,1,41,1.3333334,1.3333334,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageGrapple_Atk_02,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageGrapple_Atk_02,CompositeBake,30,1,40,1.3,1.3,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageNormal_D_B,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageNormal_D_B,CompositeBake,2527651,41988,62,1.0132997,0.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageNormal_D_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageNormal_D_F,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageNormal_L_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageNormal_L_F,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageNormal_R_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageNormal_R_F,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageNormal_U_B,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageNormal_U_B,CompositeBake,2527651,41988,62,1.0132997,0.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageNormal_U_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageNormal_U_F,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageParry_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageParry_F,CompositeBake,30,1,42,1.3666667,1.3666667,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageStrong_D_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageStrong_D_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageStrong_D_F_2,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageStrong_D_F_2,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageStrong_L_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageStrong_L_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageStrong_R_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageStrong_R_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageStrong_U_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageStrong_U_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageWeak_D_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageWeak_D_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageWeak_L_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageWeak_L_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageWeak_R_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageWeak_R_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DamageWeak_U_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DamageWeak_U_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Die_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Die_F,CompositeBake,30,1,181,6.0,6.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DownDie_B,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DownDie_B,CompositeBake,30,1,181,6.0,6.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_DownDie_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_DownDie_F,CompositeBake,30,1,181,6.0,6.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Down_B_Loop,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Down_B_Loop,CompositeBake,30,1,31,1.0,1.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Down_F_Loop,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Down_F_Loop,CompositeBake,30,1,31,1.0,1.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Getup_B,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Getup_B,CompositeBake,30,1,53,1.7333333,1.7333333,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Getup_F,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Getup_F,CompositeBake,30,1,43,1.4,1.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Groggy_End,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Groggy_End,CompositeBake,30,1,31,1.0,1.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Groggy_Loop,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Groggy_Loop,CompositeBake,30,1,129,4.266667,4.266667,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Groggy_Start,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Groggy_Start,CompositeBake,30,1,30,0.96666664,0.96666664,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Turn_L,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Turn_L,CompositeBake,2755905,46253,56,0.9230779,1.2,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Turn_L_180,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Turn_L_180,CompositeBake,5163647,86461,87,1.4399989,1.8,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Turn_R,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Turn_R,CompositeBake,2755905,46253,56,0.9230779,1.2,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Moving/Reaction/AC_WildBoar_New_Turn_R_180,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Turn_R_180,CompositeBake,5163647,86461,87,1.4399989,1.8,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Dash/AC_WildBoar_New_Dash_Attack1,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Dash_Attack1,CompositeBake,4095253,68640,79,1.3073478,0.96666664,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Dash/AC_WildBoar_New_Dash_Attack2,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Dash_Attack2,CompositeBake,6001678,99793,207,3.4252684,2.6666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Dash/AC_WildBoar_New_Dash_Away,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Dash_Away,CompositeBake,2440739,40646,101,1.6653153,1.13,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Dash/AC_WildBoar_New_Dash_Dig,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Dash_Dig,CompositeBake,3867161,64633,142,2.3565745,2.6666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Dash/AC_WildBoar_New_Dash_End,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Dash_End,CompositeBake,30,1,35,1.1333333,1.1333333,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Dash/AC_WildBoar_New_Dash_Loop_Far,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Dash_Loop_Far,CompositeBake,3478264,57971,161,2.6666636,3.4666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Dash/AC_WildBoar_New_Dash_ReStart,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Dash_ReStart,CompositeBake,1300000,43333,14,0.43333,0.43333,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Dash/AC_WildBoar_New_Dash_Start,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Dash_Start,CompositeBake,6023561,99746,53,0.861084,0.8666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/HeadButt/AC_WildBoar_New_HeadButt,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_HeadButt,CompositeBake,3053187,51007,153,2.5393348,2.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/PartGroggy/AC_WildBoar_New_PartGroggy_End,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_PartGroggy_End,CompositeBake,30,1,31,1.0,1.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/PartGroggy/AC_WildBoar_New_PartGroggy_Loop,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_PartGroggy_Loop,CompositeBake,30,1,31,1.0,1.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/PartGroggy/AC_WildBoar_New_PartGroggy_Start,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_PartGroggy_Start,CompositeBake,4548661,75446,103,1.6918148,1.4,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Roar/AC_WildBoar_New_Roar,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Roar,CompositeBake,30,1,75,2.4666667,2.4666667,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Sniff/AC_WildBoar_New_Sniff,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Sniff,CompositeBake,30,1,146,4.8333335,4.8333335,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Turn/AC_WildBoar_New_Turn_L,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Turn_L_199a9010,CompositeBake,3889201,65101,52,0.8536846,1.2,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Turn/AC_WildBoar_New_Turn_L_180,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Turn_L_180_38538cce,CompositeBake,2149682,36033,79,1.3074371,1.8,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Turn/AC_WildBoar_New_Turn_R,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Turn_R_c4308f7d,CompositeBake,3889201,65101,52,0.8536846,1.2,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/WildBoar_New/Skill/Turn/AC_WildBoar_New_Turn_R_180,/Game/_Art/Enemies/Shared/Beasts/WildBoar/Animations/Playback/A_EN_PLAY_AC_WildBoar_New_Turn_R_180_c3622a63,CompositeBake,2149682,36033,79,1.3074371,1.8,True,1.0
