Family,PlaybackAsset,Derivation,OriginalPackage,FPS,Samples,Seconds,RateScale,PreviousRole
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_BasicShoot_Stand,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/01_BasicShoot/AC_EmpireBow_BasicShoot_Stand,60/1,13,0.20000000298023224,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_BasicShoot_Start,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/01_BasicShoot/AC_EmpireBow_BasicShoot_Start,4000023/66890,53,0.8695650100708008,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Basic_ChairSit_End_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_ChairSit_End_01,30/1,61,2.0,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Basic_ChairSit_Loop_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_ChairSit_Loop_01,30/1,227,7.5333333015441895,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Basic_End_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_End_01,30/1,43,1.399999976158142,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Basic_Guard_End_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Guard_End_01,30/1,36,1.1666666269302368,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Basic_Guard_Loop_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Guard_Loop_01,30/1,424,14.100000381469727,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Basic_Loop_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Loop_01,30/1,501,16.66666603088379,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Basic_Search_Loop_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Search_Loop_01,30/1,361,12.0,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Basic_Sit_End_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Sit_End_01,30/1,76,2.5,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Basic_Sit_Loop_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Sit_Loop_01,30/1,472,15.699999809265137,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Down_End,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Down_End,30/1,31,1.0,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Down_L,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Down_L,30/1,19,0.6000000238418579,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Down_R,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Down_R,30/1,19,0.6000000238418579,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Down_Start,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Down_Start,30/1,35,1.1333333253860474,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Loop_L_Idle,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Loop_L_Idle,30/1,51,1.6666666269302368,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Loop_R_Idle,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Loop_R_Idle,30/1,51,1.6666666269302368,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Up_End,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Up_End,30/1,51,1.6666666269302368,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Up_L,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Up_L,30/1,19,0.6000000238418579,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Up_R,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Up_R,30/1,19,0.6000000238418579,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_ClimbingWall_Up_Start,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Climbing/AC_EmpireBow_ClimbingWall_Up_Start,30/1,31,1.0,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageAir_B_Down,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_B_Down,5000/167,6,0.16699999570846558,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageAir_B_Land,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_B_Land,2000869/66624,28,0.8990333676338196,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageAir_B_Peak,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_B_Peak,30/1,4,0.10000000149011612,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageAir_B_Up,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_B_Up,5000/167,6,0.16699999570846558,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Down,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_F_Down,5000/167,6,0.16699999570846558,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Land,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_F_Land,2000869/66624,28,0.8990333676338196,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Peak,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_F_Peak,30/1,4,0.10000000149011612,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Up,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageAir_F_Up,5000/167,6,0.16699999570846558,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageDown_B,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageDown_B,30/1,21,0.6666666865348816,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageDown_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageDown_F,30/1,21,0.6666666865348816,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageGrapple_Atk_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageGrapple_Atk_01,30/1,46,1.5,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageGrapple_Atk_02,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageGrapple_Atk_02,30/1,37,1.2000000476837158,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageNormal_D_B,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_D_B,2527651/41988,62,1.0132997035980225,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageNormal_D_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_D_F,30/1,22,0.699999988079071,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageNormal_L_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_L_F,30/1,22,0.699999988079071,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageNormal_R_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_R_F,30/1,22,0.699999988079071,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageNormal_U_B,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_U_B,2527651/41988,62,1.0132997035980225,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageNormal_U_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageNormal_U_F,30/1,22,0.699999988079071,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageStrong_D_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageStrong_D_F,30/1,34,1.100000023841858,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageStrong_D_F_2,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageStrong_D_F_2,30/1,34,1.100000023841858,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageStrong_L_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageStrong_L_F,30/1,34,1.100000023841858,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageStrong_R_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageStrong_R_F,30/1,34,1.100000023841858,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageStrong_U_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageStrong_U_F,30/1,34,1.100000023841858,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageWeak_D_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageWeak_D_F,30/1,13,0.4000000059604645,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageWeak_L_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageWeak_L_F,30/1,13,0.4000000059604645,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageWeak_R_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageWeak_R_F,30/1,13,0.4000000059604645,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DamageWeak_U_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageWeak_U_F,30/1,13,0.4000000059604645,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DestroyObject_End,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/00_DestroyObject/AC_EmpireBow_DestroyObject_End,5863665/97969,82,1.3533326387405396,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DestroyObject_Loop,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/00_DestroyObject/AC_EmpireBow_DestroyObject_Loop,30/1,37,1.2000000476837158,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_DestroyObject_Start,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/00_DestroyObject/AC_EmpireBow_DestroyObject_Start,4000023/66890,53,0.8695650100708008,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Down_Die_B,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Die_B,30/1,331,11.0,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Down_Die_B_Wraith,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Die_B_Wraith,30/1,331,11.0,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Down_Die_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Die_F,30/1,331,11.0,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Down_Die_F_Wraith,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Die_F_Wraith,30/1,331,11.0,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Down_Loop_B,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Loop_B,30/1,49,1.600000023841858,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Down_Loop_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Down_Loop_F,30/1,49,1.600000023841858,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Equip,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Equip,5555582/92593,61,0.9999996423721313,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Equip_Turn_L,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Equip_Turn_L,4999982/83333,71,1.1666661500930786,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Equip_Turn_R,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Equip_Turn_R,2411761/40196,83,1.3666660785675049,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_FastShoot_Dodge_B,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/02_FastShoot/AC_EmpireBow_FastShoot_Dodge_B,4000021/66667,65,1.0666663646697998,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_FastShoot_Dodge_L,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/02_FastShoot/AC_EmpireBow_FastShoot_Dodge_L,4000021/66667,65,1.0666663646697998,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_FastShoot_Dodge_R,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/02_FastShoot/AC_EmpireBow_FastShoot_Dodge_R,1135547/18890,65,1.0646499395370483,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_FastShoot_Fail,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/02_FastShoot/AC_EmpireBow_FastShoot_Fail,3200038/53107,48,0.7799997925758362,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_FastShoot_Shoot,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/02_FastShoot/AC_EmpireBow_FastShoot_Shoot,30/1,76,2.5,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_FastShoot_Start,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/02_FastShoot/AC_EmpireBow_FastShoot_Start,30/1,4,0.10000000149011612,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Getup_B,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Getup_B,30/1,38,1.2333333492279053,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Getup_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Getup_F,30/1,40,1.2999999523162842,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Groggy_End,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Groggy_End,30/1,33,1.0666667222976685,1.0,PlaybackClip
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/Playback/A_EN_PLAY_AC_EmpireBow_Groggy_Loop,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Groggy_Loop,30/1,46,1.5,1.0,PlaybackClip
