SourcePackage,Destination,PlaybackDerivation,FPSNumerator,FPSDenominator,Samples,DurationSeconds,SourceSequenceLength,DilationApplied,RateScale
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageNormal_U_B,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageNormal_U_B,CompositeBake,4658013,77618,61,0.9997997,0.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageNormal_U_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageNormal_U_F,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageParry_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageParry_F,CompositeBake,4224296,70717,111,1.8414595,1.5,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageStrong_D_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageStrong_D_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageStrong_D_F_2,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageStrong_D_F_2,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageStrong_L_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageStrong_L_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageStrong_R_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageStrong_R_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageStrong_U_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageStrong_U_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageWeak_D_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageWeak_D_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageWeak_L_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageWeak_L_F,CompositeBake,30,1,14,0.43333334,0.43333334,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageWeak_R_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageWeak_R_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_DamageWeak_U_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DamageWeak_U_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_Die_F,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_Die_F,CompositeBake,30,1,181,6.0,6.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_GroggyStr_F_End,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_GroggyStr_F_End,CompositeBake,30,1,70,2.3,2.3,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_GroggyStr_F_Loop,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_GroggyStr_F_Loop,CompositeBake,30,1,66,2.1666667,2.1666667,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_GroggyStr_F_Start,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_GroggyStr_F_Start,CompositeBake,30,1,37,1.2,1.2,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_ApesStoneHand_E_JustGuardReaction,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_JustGuardReaction,CompositeBake,3671875,61291,95,1.5690496,1.26,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_M_ApesStoneHand_E_Falling,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_M_ApesStoneHand_E_Falling,CompositeBake,2999999,100000,4,0.100000024,0.100000024,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_M_ApesStoneHand_E_Turn_L,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_M_ApesStoneHand_E_Turn_L,CompositeBake,5165899,85952,59,0.9650239,1.6666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_M_ApesStoneHand_E_Turn_L_180,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_M_ApesStoneHand_E_Turn_L_180,CompositeBake,5714229,94586,71,1.15869,1.6666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_M_ApesStoneHand_E_Turn_R,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_M_ApesStoneHand_E_Turn_R,CompositeBake,5165899,85952,59,0.9650239,1.6666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Moving/Reaction/AC_M_ApesStoneHand_E_Turn_R_180,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_M_ApesStoneHand_E_Turn_R_180,CompositeBake,5714229,94586,71,1.15869,1.6666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/00_PartGroggy/AC_ApesStoneHand_E_PartGroggy_End,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_PartGroggy_End,CompositeBake,30,1,62,2.0333333,2.0333333,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/00_PartGroggy/AC_ApesStoneHand_E_PartGroggy_Loop,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_PartGroggy_Loop,CompositeBake,30,1,61,2.0,2.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/00_PartGroggy/AC_ApesStoneHand_E_PartGroggy_Start,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_PartGroggy_Start,CompositeBake,30,1,61,2.0,2.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/01_NormalAtk01/AC_ApesStoneHand_E_NormalAtk01_01,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_NormalAtk01_01,CompositeBake,30,1,47,1.5333333,1.5333333,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/01_NormalAtk01/AC_ApesStoneHand_E_NormalAtk01_02,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_NormalAtk01_02,CompositeBake,30,1,82,2.7,2.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/01_NormalAtk01/AC_ApesStoneHand_E_NormalAtk01_03,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_NormalAtk01_03,CompositeBake,4875000,81209,352,5.847048,6.733333,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/02_NormalAtk02/AC_ApesStoneHand_E_NormalAtk02_01,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_NormalAtk02_01,CompositeBake,849649,14145,177,2.930057,3.16,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/02_NormalAtk02/AC_ApesStoneHand_E_NormalAtk02_02,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_NormalAtk02_02,CompositeBake,5882344,98039,151,2.4999983,2.5,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/03_TurnAtk/AC_ApesStoneHand_E_TurnAtk_1,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_TurnAtk_1,CompositeBake,4120223,68845,188,3.1245918,3.1,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/04_CounterAtk/AC_ApesStoneHand_E_CounterAtk,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_CounterAtk,CompositeBake,4642595,77482,235,3.9053133,4.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/05_DempseyRoll/AC_ApesStoneHand_E_DempseyRoll_Step1,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DempseyRoll_Step1,CompositeBake,30,1,79,2.6,2.6,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/05_DempseyRoll/AC_ApesStoneHand_E_DempseyRoll_Step2,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DempseyRoll_Step2,CompositeBake,272,9,69,2.25,2.25,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_CloseGrab_Fail,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_CloseGrab_Fail,CompositeBake,5965671,99212,44,0.71511084,0.8666662,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_CloseGrab_Fail_Stone,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_CloseGrab_Fail_Stone,CompositeBake,5965671,99212,44,0.71511084,0.8666662,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_CloseGrab_Start,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_CloseGrab_Start,CompositeBake,4331911,72789,54,0.89055777,0.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_CloseGrab_Start2_Stone,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_CloseGrab_Start2_Stone,CompositeBake,2518104,41611,59,0.9584346,0.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_CloseGrab_Start_Stone,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_CloseGrab_Start_Stone,CompositeBake,700031,11686,57,0.9348386,0.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_CloseGrab_Success_01_Turn,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_CloseGrab_Success_01_Turn,CompositeBake,372089,6200,122,2.0161843,1.7666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_CloseGrab_Success_01_Turn_Stone,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_CloseGrab_Success_01_Turn_Stone,CompositeBake,372089,6200,122,2.0161843,1.7666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_CloseGrab_Success_02,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_CloseGrab_Success_02,CompositeBake,3818251,63611,83,1.3660972,1.3299999,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_CloseGrab_Success_Stone,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_CloseGrab_Success_Stone,CompositeBake,3818251,63611,83,1.3660972,1.3299999,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_DashAtk,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DashAtk,CompositeBake,3228182,53817,395,6.5683713,6.25,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_DashAtk_IDLE,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DashAtk_IDLE,CompositeBake,5464570,91097,671,11.169221,12.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_DashAtk_Level_H_Short,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_DashAtk_Level_H_Short,CompositeBake,1926137,32152,185,3.071416,2.8,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_Roar,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_Roar,CompositeBake,4329344,72339,147,2.4395137,1.8,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_Run_Loop,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_Run_Loop,CompositeBake,4399982,73333,67,1.0999995,1.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/08_DashAtk/AC_ApesStoneHand_E_Run_Loop_Stone,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_Run_Loop_Stone,CompositeBake,4399982,73333,67,1.0999995,1.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/11_FastBall/AC_ApesStoneHand_E_FastBall_End,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_FastBall_End,CompositeBake,1866067,31105,66,1.0834686,0.8666662,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/11_FastBall/AC_ApesStoneHand_E_FastBall_Shoot,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_FastBall_Shoot,CompositeBake,30,1,30,0.96666664,0.96666664,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/11_FastBall/AC_ApesStoneHand_E_FastBall_Start,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_FastBall_Start,CompositeBake,4321161,71668,49,0.79609716,0.8333333,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/14_Dodge/AC_ApesStoneHand_E_Dodge,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_Dodge,CompositeBake,1481209,24491,60,0.9755335,1.05,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/14_Dodge/AC_ApesStoneHand_E_Run_Loop,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_Run_Loop_fb95ed87,CompositeBake,4399982,73333,67,1.0999995,1.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/16_BackMoving/AC_ApesStoneHand_E_BackMoving_01,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_BackMoving_01,CompositeBake,5877468,97849,86,1.4150932,1.43,True,1.0
