Family,PlaybackAsset,SourceAssets,Classification,Changes,CompositeSeconds,PlaybackSeconds,FrameRate,MaxTimeWarpSeconds
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Land,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageAir_F,ChangedTimeline,source_trim,0.89903337,0.89903337,"[2000869, 66624]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Peak,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageAir_F,ChangedTimeline,source_trim,0.10000001,0.10000001,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageAir_F_Up,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageAir_F,ChangedTimeline,source_trim,0.167,0.167,"[5000, 167]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageDown_B,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageDown_B,EquivalentSourceTimeline,,0.6666667,0.6666667,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageDown_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageDown_F,EquivalentSourceTimeline,,0.6666667,0.6666667,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageGrapple_Atk_01,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageGrapple_DualAxeSword_Atk_01,EquivalentSourceTimeline,,1.5,1.5,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageGrapple_Atk_02,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageGrapple_DualAxeSword_Atk_02,EquivalentSourceTimeline,,1.2,1.2,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_D_B,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageNormal_D_B,ChangedTimeline,dilation_time_warp,0.7,1.0132997,"[2527651, 41988]",0.31329969999999996
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_D_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageNormal_D_F,EquivalentSourceTimeline,,0.7,0.7,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_L_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageNormal_L_F,EquivalentSourceTimeline,,0.7,0.7,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_R_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageNormal_R_F,ChangedTimeline,source_trim,0.7,0.7,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_U_B,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageNormal_U_B,ChangedTimeline,dilation_time_warp,0.7,1.0132997,"[2527651, 41988]",0.31329969999999996
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageNormal_U_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageNormal_U_F,EquivalentSourceTimeline,,0.7,0.7,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageStrong_D_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageStrong_D_F,EquivalentSourceTimeline,,1.1,1.1,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageStrong_D_F_2,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageStrong_D_F2,EquivalentSourceTimeline,,1.1,1.1,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageStrong_L_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageStrong_L_F,EquivalentSourceTimeline,,1.1,1.1,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageStrong_R_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageStrong_R_F,EquivalentSourceTimeline,,1.1,1.1,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageStrong_U_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageStrong_U_F,EquivalentSourceTimeline,,1.1,1.1,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageWeak_D_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageWeak_D_F,EquivalentSourceTimeline,,0.4,0.4,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageWeak_L_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageWeak_L_F,EquivalentSourceTimeline,,0.4,0.4,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageWeak_R_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageWeak_R_F,EquivalentSourceTimeline,,0.4,0.4,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_DamageWeak_U_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_DamageWeak_U_F,EquivalentSourceTimeline,,0.4,0.4,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Die_B,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Down_B_Loop,ChangedTimeline,source_trim,11.0,11.0,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Die_B_Wraith,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Down_B_Loop,ChangedTimeline,source_trim,11.0,11.0,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Die_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Down_F_Loop,ChangedTimeline,source_trim,11.0,11.0,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Die_F_Wraith,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Down_F_Loop,ChangedTimeline,source_trim,11.0,11.0,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Loop_B,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Down_B_Loop,EquivalentSourceTimeline,,1.6,1.6,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Down_Loop_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Down_F_Loop,EquivalentSourceTimeline,,1.6,1.6,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Getup_B,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Getup_B,EquivalentSourceTimeline,,1.2333333,1.2333333,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Getup_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Getup_F,EquivalentSourceTimeline,,1.3,1.3,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Groggy_End,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Groggy_F_End,EquivalentSourceTimeline,,1.0666667,1.0666667,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Groggy_Loop,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Groggy_F_Loop,EquivalentSourceTimeline,,1.5,1.5,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Groggy_Start,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Groggy_F_Start,EquivalentSourceTimeline,,0.8333333,0.8333333,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Ground_Die_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Die_F,ChangedTimeline,source_trim,11.0,11.0,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_Ground_Die_F_Wraith,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Die_F,ChangedTimeline,source_trim,11.0,11.0,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_LockOnWalk_B,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_LockOnWalk_B,EquivalentSourceTimeline,,1.0,1.0,"[30, 1]",0
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireBow_LockOnWalk_F,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_LockOnWalk_F,EquivalentSourceTimeline,,1.0,1.0,"[30, 1]",0
