SourcePackage,Destination,PlaybackDerivation,FPSNumerator,FPSDenominator,Samples,DurationSeconds,SourceSequenceLength,DilationApplied,RateScale
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Move/AC_M_Yetuga_Turn_L_180,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_M_Yetuga_Turn_L_180,CompositeBake,5998553,99312,70,1.1423635,1.6666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Move/AC_M_Yetuga_Turn_R,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_M_Yetuga_Turn_R,CompositeBake,4785971,80088,61,1.0040345,1.6666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Move/AC_M_Yetuga_Turn_R_180,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_M_Yetuga_Turn_R_180,CompositeBake,5998553,99312,70,1.1423635,1.6666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageGrapple_Atk_01,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageGrapple_Atk_01,CompositeBake,30,1,40,1.3,1.3,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageGrapple_Atk_01_B,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageGrapple_Atk_01_B,CompositeBake,30,1,41,1.3333334,1.3333334,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageGrapple_Atk_02,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageGrapple_Atk_02,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageGrapple_Atk_02_B,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageGrapple_Atk_02_B,CompositeBake,30,1,74,2.4333334,2.4333334,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageNormal_D_B,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageNormal_D_B,CompositeBake,4658013,77618,61,0.9997997,0.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageNormal_D_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageNormal_D_F,CompositeBake,30,1,23,0.73333335,0.73333335,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageNormal_L_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageNormal_L_F,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageNormal_R_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageNormal_R_F,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageNormal_U_B,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageNormal_U_B,CompositeBake,4658013,77618,61,0.9997997,0.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageNormal_U_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageNormal_U_F,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageParry_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageParry_F,CompositeBake,4837399,80870,95,1.5714602,1.26,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageStrong_D2_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageStrong_D2_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageStrong_D_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageStrong_D_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageStrong_L_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageStrong_L_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageStrong_R_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageStrong_R_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageStrong_U_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageStrong_U_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageWeak_D_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageWeak_D_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageWeak_L_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageWeak_L_F,CompositeBake,30,1,14,0.43333334,0.43333334,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageWeak_R_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageWeak_R_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_DamageWeak_U_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DamageWeak_U_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_Die_F,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_Die_F,CompositeBake,30,1,421,14.0,14.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_GroggyStr_F_End,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_GroggyStr_F_End,CompositeBake,30,1,70,2.3,2.3,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_GroggyStr_F_End_New,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_GroggyStr_F_End_New,CompositeBake,30,1,52,1.7,1.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_GroggyStr_F_Loop,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_GroggyStr_F_Loop,CompositeBake,30,1,66,2.1666667,2.1666667,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_GroggyStr_F_Loop_New,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_GroggyStr_F_Loop_New,CompositeBake,30,1,121,4.0,4.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_GroggyStr_F_Start,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_GroggyStr_F_Start,CompositeBake,30,1,37,1.2,1.2,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_GroggyStr_F_Start_New,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_GroggyStr_F_Start_New,CompositeBake,30,1,30,0.96666664,0.96666664,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Moving/Reaction/AC_Yetuga_JustGuardReaction,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_JustGuardReaction,CompositeBake,2622821,43572,73,1.1961106,1.26,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/00_PartGroggy/AC_Yetuga_PartGroggy_End,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_PartGroggy_End,CompositeBake,30,1,62,2.0333333,2.0333333,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/00_PartGroggy/AC_Yetuga_PartGroggy_Loop,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_PartGroggy_Loop,CompositeBake,30,1,61,2.0,2.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/00_PartGroggy/AC_Yetuga_PartGroggy_Start,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_PartGroggy_Start,CompositeBake,30,1,61,2.0,2.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/01_NormalAtk01/AC_Yetuga_NormalAtk01_01,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_NormalAtk01_01,CompositeBake,30,1,47,1.5333333,1.5333333,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/01_NormalAtk01/AC_Yetuga_NormalAtk01_02,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_NormalAtk01_02,CompositeBake,30,1,82,2.7,2.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/01_NormalAtk01/AC_Yetuga_NormalAtk01_03,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_NormalAtk01_03,CompositeBake,4944874,82435,362,6.0181584,6.733333,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/02_NormalAtk02/AC_Yetuga_NormalAtk02_01,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_NormalAtk02_01,CompositeBake,4256288,70813,186,3.0778944,3.16,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/02_NormalAtk02/AC_Yetuga_NormalAtk02_02,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_NormalAtk02_02,CompositeBake,2616317,43569,141,2.3313918,2.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/03_TurnAtk/AC_Yetuga_TurnAtk,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_TurnAtk,CompositeBake,4483193,74541,191,3.1590855,3.4333334,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/04_CounterAtk/AC_Yetuga_CounterAtk,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_CounterAtk,CompositeBake,4241201,70731,274,4.5528526,4.3,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/05_DempseyRoll/AC_Yetuga_DempseyRoll,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DempseyRoll,CompositeBake,4405179,73468,454,7.554972,6.75,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/05_DempseyRoll/AC_Yetuga_DempseyRoll_Back,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DempseyRoll_Back,CompositeBake,5708074,94947,60,0.9813946,1.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/05_DempseyRoll/AC_Yetuga_DempseyRoll_BackMoving,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DempseyRoll_BackMoving,CompositeBake,325,11,27,0.88,0.88,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/05_DempseyRoll/AC_Yetuga_DempseyRoll_SideL,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DempseyRoll_SideL,CompositeBake,384427,6417,109,1.8027766,2.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/05_DempseyRoll/AC_Yetuga_DempseyRoll_SideR,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DempseyRoll_SideR,CompositeBake,60,1,138,2.2833333,2.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/06_CloseGrab/AC_Yetuga_CloseGrab_Fail,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_CloseGrab_Fail,CompositeBake,5965671,99212,44,0.71511084,0.8666662,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/06_CloseGrab/AC_Yetuga_CloseGrab_Start,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_CloseGrab_Start,CompositeBake,5329117,89118,100,1.6555617,1.4666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/06_CloseGrab/AC_Yetuga_CloseGrab_Start_Ori,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_CloseGrab_Start_Ori,CompositeBake,5329117,89118,100,1.6555617,1.4666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/06_CloseGrab/AC_Yetuga_CloseGrab_Success_01,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_CloseGrab_Success_01,CompositeBake,30,1,49,1.6,1.6,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/06_CloseGrab/AC_Yetuga_CloseGrab_Success_01_Turn,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_CloseGrab_Success_01_Turn,CompositeBake,372089,6200,122,2.0161843,1.7666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/06_CloseGrab/AC_Yetuga_CloseGrab_Success_02,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_CloseGrab_Success_02,CompositeBake,4414049,73682,146,2.4204285,2.85,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/07_RushGrab/AC_Yetuga_RushGrab,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_RushGrab,CompositeBake,5086044,84563,162,2.676863,2.6666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/07_RushGrab/AC_Yetuga_RushGrab_Back,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_RushGrab_Back,CompositeBake,1875001,31250,91,1.4999992,1.5,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/07_RushGrab/AC_Yetuga_RushGrab_Dash,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_RushGrab_Dash,CompositeBake,4999982,83333,81,1.3333328,1.3333334,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/07_RushGrab/AC_Yetuga_RushGrab_End,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_RushGrab_End,CompositeBake,725003,23795,14,0.4266672,0.4266672,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/07_RushGrab/AC_Yetuga_RushGrab_Slow,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_RushGrab_Slow,CompositeBake,2350276,39119,168,2.7796195,2.6666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/07_RushGrab/AC_Yetuga_RushGrab_Success,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_RushGrab_Success,CompositeBake,30,1,142,4.7,4.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/08_DashAtk/AC_Yetuga_DashAtk,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DashAtk,CompositeBake,3821161,63718,355,5.902963,6.25,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/08_DashAtk/AC_Yetuga_DashAtk_Back,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DashAtk_Back,CompositeBake,4095710,67971,109,1.792331,1.8666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/08_DashAtk/AC_Yetuga_DashAtk_Dash,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DashAtk_Dash,CompositeBake,4800003,80000,65,1.066666,1.3333334,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/08_DashAtk/AC_Yetuga_DashAtk_Fast,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_DashAtk_Fast,CompositeBake,702799,11725,344,5.7223687,6.05,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/09_JumpBackPress/AC_Yetuga_JumpBackPress,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_JumpBackPress,CompositeBake,1099003,18303,252,4.1802006,4.21,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/09_JumpBackPress/AC_Yetuga_JumpBackPress_End,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_JumpBackPress_End,CompositeBake,511334,8493,75,1.2291027,1.1500001,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/10_ChargeTackle/AC_Yetuga_ChargeTackle_End,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_ChargeTackle_End,CompositeBake,30,1,57,1.8666667,1.8666667,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/10_ChargeTackle/AC_Yetuga_ChargeTackle_Run,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_ChargeTackle_Run,CompositeBake,30,1,111,3.6666667,3.6666667,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/10_ChargeTackle/AC_Yetuga_ChargeTackle_Run_Blend,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_ChargeTackle_Run_Blend,CompositeBake,3108201,51758,224,3.713413,3.4566667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/10_ChargeTackle/AC_Yetuga_ChargeTackle_Run_End,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_ChargeTackle_Run_End,CompositeBake,30,1,31,1.0,1.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/10_ChargeTackle/AC_Yetuga_ChargeTackle_Run_Loop,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_ChargeTackle_Run_Loop,CompositeBake,30,1,31,1.0,1.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/10_ChargeTackle/AC_Yetuga_ChargeTackle_Start,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_ChargeTackle_Start,CompositeBake,30,1,51,1.6666666,1.6666666,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/10_ChargeTackle/AC_Yetuga_ChargeTackle_Stun,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_ChargeTackle_Stun,CompositeBake,1236368,20645,107,1.7699989,1.77,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/10_ChargeTackle/AC_Yetuga_ChargeTackle_Stun_End,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_ChargeTackle_Stun_End,CompositeBake,5107679,84866,131,2.1599987,2.16,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/11_FastBall/AC_Yetuga_FastBall_End,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_FastBall_End,CompositeBake,3641070,60961,69,1.1384972,1.2,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Boss/01_Yetuga/Skill/11_FastBall/AC_Yetuga_FastBall_End_02,/Game/_Art/Enemies/HeinMach/Bosses/Yetuga/Animations/Playback/A_EN_PLAY_AC_Yetuga_FastBall_End_02,CompositeBake,1857151,61905,27,0.8666662,0.8666662,False,1.0
