SourcePackage,Destination,PlaybackDerivation,FPSNumerator,FPSDenominator,Samples,DurationSeconds,SourceSequenceLength,DilationApplied,RateScale
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamFinalBlow,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamFinalBlow,CompositeBake,30,1,211,7.0,7.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageGrappleAtk_01,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageGrappleAtk_01,CompositeBake,30,1,41,1.3333334,1.3333334,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageGrappleAtk_02,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageGrappleAtk_02,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageNormal_D_B,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageNormal_D_B,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageNormal_D_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageNormal_D_F,CompositeBake,2957054,99997,24,0.7777778,0.7777778,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageNormal_L_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageNormal_L_F,CompositeBake,2957054,99997,24,0.7777778,0.7777778,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageNormal_R_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageNormal_R_F,CompositeBake,2957054,99997,24,0.7777778,0.7777778,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageNormal_U_B,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageNormal_U_B,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageNormal_U_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageNormal_U_F,CompositeBake,2957054,99997,24,0.7777778,0.7777778,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageParry_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageParry_F,CompositeBake,30,1,46,1.5,1.5,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageStrong_D_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageStrong_D_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageStrong_D_F_2,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageStrong_D_F_2,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageStrong_L_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageStrong_L_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageStrong_R_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageStrong_R_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageStrong_U_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageStrong_U_F,CompositeBake,30,1,34,1.1,1.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageWeak_D_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageWeak_D_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageWeak_L_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageWeak_L_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageWeak_R_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageWeak_R_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_DamageWeak_U_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_DamageWeak_U_F,CompositeBake,30,1,13,0.4,0.4,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_Die_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Die_F,CompositeBake,30,1,181,6.0,6.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_Groggy_End,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Groggy_End,CompositeBake,30,1,31,1.0,1.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_Groggy_Loop,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Groggy_Loop,CompositeBake,30,1,56,1.8333334,1.8333334,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Moving/Reaction/AC_BigBear_E_Groggy_Start,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Groggy_Start,CompositeBake,30,1,30,0.96666664,0.96666664,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/2Legs/AC_BigBear_E_2Legs_BodyPress,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_BodyPress,CompositeBake,3519919,58672,235,3.9004443,3.5666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/2Legs/AC_BigBear_E_2Legs_Damage,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_Damage,CompositeBake,2957054,99997,24,0.7777778,0.7777778,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/2Legs/AC_BigBear_E_2Legs_Down,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_Down,CompositeBake,30,1,53,1.7333333,1.7333333,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/2Legs/AC_BigBear_E_2Legs_Swipe,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_Swipe,CompositeBake,1621285,26986,152,2.5133681,2.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/2Legs/AC_BigBear_E_2Legs_TurnAttack_L,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_TurnAttack_L,CompositeBake,30,1,88,2.9,2.9,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/2Legs/AC_BigBear_E_2Legs_TurnAttack_R,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_TurnAttack_R,CompositeBake,30,1,88,2.9,2.9,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/2Legs/AC_BigBear_E_2Legs_Up,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_Up,CompositeBake,1253023,20696,56,0.90842706,0.8,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/2Legs/AC_BigBear_E_2Legs_Walk,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_Walk,CompositeBake,3922411,65636,84,1.3888876,1.6666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/2Legs/AC_BigBear_E_2Legs_WalkFast,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_WalkFast,CompositeBake,31951,531,55,0.8974367,1.1666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/2Legs/AC_BigBear_E_2Legs_WalkSuperFast,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_WalkSuperFast,CompositeBake,4464278,73877,48,0.7777784,1.1666666,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/BackJump/AC_BigBear_E_BackJump_Jump,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_BackJump_Jump,CompositeBake,4129533,69070,91,1.5053276,1.2666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/BackJump/AC_BigBear_E_BackJump_Jump_Del,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_BackJump_Jump_Del,CompositeBake,30,1,4,0.1,0.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/BackMove/AC_BigBear_E_BackMove,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_BackMove,CompositeBake,4413198,73547,70,1.1499015,1.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/FrontAttack_L/AC_BigBear_E_2Legs_Damage,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_Damage_54c935df,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/FrontAttack_L/AC_BigBear_E_FrontAttack_L_01,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_FrontAttack_L_01,CompositeBake,5184420,86551,238,3.9565828,3.9,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/FrontAttack_L/AC_BigBear_E_FrontAttack_L_02,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_FrontAttack_L_02,CompositeBake,4064693,67653,294,4.87671,4.5333333,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/FrontAttack_L/AC_BigBear_E_FrontAttack_L_Del,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_FrontAttack_L_Del,CompositeBake,30,1,4,0.1,0.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/FrontAttack_R/AC_BigBear_E_2Legs_Damage,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_Damage_a583df54,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/FrontAttack_R/AC_BigBear_E_FrontAttack_R_01,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_FrontAttack_R_01,CompositeBake,3287615,54687,135,2.2289891,2.1333334,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/FrontAttack_R/AC_BigBear_E_FrontAttack_R_02,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_FrontAttack_R_02,CompositeBake,3738717,62297,257,4.265643,3.9666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/FrontAttack_R/AC_BigBear_E_FrontAttack_R_FailTurn,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_FrontAttack_R_FailTurn,CompositeBake,30,1,67,2.2,2.2,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/FrontAttack_R/AC_BigBear_E_FrontAttack_R_FailTurn_Del,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_FrontAttack_R_FailTurn_Del,CompositeBake,30,1,4,0.1,0.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/OpeningRoar/AC_BigBear_E_OpeningRoar,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_OpeningRoar,CompositeBake,5574406,92805,312,5.1776557,6.6,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/OpeningRoar/AC_BigBear_E_OpeningRoar_BurstTutorial,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_OpeningRoar_BurstTutorial,CompositeBake,5574406,92805,312,5.1776557,6.6,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/OpeningRoar/AC_BigBear_E_OpeningRoar_Del,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_OpeningRoar_Del,CompositeBake,30,1,4,0.1,0.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/OpeningRoar/AC_BigBear_E_OpeningRoar_End,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_OpeningRoar_End,CompositeBake,4860132,81035,111,1.8340757,2.1999998,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PassiveCounter_Bear/AC_BigBear_E_GuardReaction,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_GuardReaction,CompositeBake,30,1,46,1.5,1.5,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PassiveCounter_Bear/AC_BigBear_E_PassiveCounter_FrontAttack_L_01,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_PassiveCounter_FrontAttack_L_01,CompositeBake,5184420,86551,238,3.9565828,3.9,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PassiveCounter_Bear/AC_BigBear_E_PassiveCounter_FrontAttack_L_03,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_PassiveCounter_FrontAttack_L_03,CompositeBake,5308179,88693,112,1.8546705,1.5,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PassiveCounter_Bear/AC_BigBear_E_PassiveCounter_Rush,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_PassiveCounter_Rush,CompositeBake,5258174,87967,122,2.0242782,1.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PassiveCounter_Bear/AC_BigBear_E_PassiveCounter_ShoulderTackle_L,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_PassiveCounter_ShoulderTackle_L,CompositeBake,3935429,65602,232,3.850676,4.5333,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PassiveCounter_Bear/AC_BigBear_E_PassiveCounter_ShoulderTackle_R,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_PassiveCounter_ShoulderTackle_R,CompositeBake,4422228,73711,232,3.8503761,4.533,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PeaceSkill/AC_BigBear_E_Peace_LookAround,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Peace_LookAround,CompositeBake,5252770,87553,223,3.7002888,3.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PeaceSkill/AC_BigBear_E_Peace_LookAround_Cancel,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Peace_LookAround_Cancel,CompositeBake,30,1,31,1.0,1.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PeaceSkill/AC_BigBear_E_Peace_LookAround_Damage,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Peace_LookAround_Damage,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PeaceSkill/AC_BigBear_E_Peace_Sleep_1,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Peace_Sleep_1,CompositeBake,1785721,29762,151,2.4999986,0.49999976,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PeaceSkill/AC_BigBear_E_Peace_Sleep_2,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Peace_Sleep_2,CompositeBake,2249999,37500,55,0.9000004,0.45000005,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PeaceSkill/AC_BigBear_E_Peace_Sleep_3,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Peace_Sleep_3,CompositeBake,3970002,66241,179,2.969998,2.9700003,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PeaceSkill/AC_BigBear_E_Peace_Sniff,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Peace_Sniff,CompositeBake,4787506,79763,208,3.4487562,3.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PeaceSkill/AC_BigBear_E_Peace_Sniff_Cancel,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Peace_Sniff_Cancel,CompositeBake,30,1,31,1.0,1.0,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PeaceSkill/AC_BigBear_E_Peace_Stand_F,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_Peace_Stand_F,CompositeBake,30,1,87,2.8666666,2.8666666,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PoisonGrab/AC_BigBear_E_2Legs_Damage,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_Damage_e757e9fd,CompositeBake,30,1,22,0.7,0.7,False,1.0
